Estado,Tipo_Crime,Ano,Quantidade
RS,Violência Doméstica,2010,53
PE,Violência Doméstica,2009,51
RJ,Furto,2002,248
SP,Furto,2011,396
CE,Violência Doméstica,2000,15
CE,Furto,2004,488
RS,Homicídio,2010,275
SP,Violência Doméstica,2019,10
SC,Tráfico de Drogas,2021,93
PR,Homicídio,2016,211
RJ,Violência Doméstica,2022,451
BA,Homicídio,2018,7
CE,Tráfico de Drogas,2024,350
CE,Homicídio,2024,386
SP,Roubo,2007,247
RJ,Roubo,2010,70
PE,Homicídio,2011,418
AM,Furto,2020,91
AM,Violência Doméstica,2004,354
RS,Homicídio,2020,110
MG,Roubo,2013,364
CE,Tráfico de Drogas,2007,278
SP,Furto,2002,326
CE,Furto,2017,19
CE,Violência Doméstica,2023,332
RS,Furto,2003,499
RJ,Roubo,2006,339
AM,Violência Doméstica,2024,273
AM,Homicídio,2014,31
AM,Violência Doméstica,2012,136
BA,Roubo,2015,55
SC,Furto,2005,125
RS,Tráfico de Drogas,2002,157
MG,Furto,2010,138
RS,Roubo,2021,87
AM,Tráfico de Drogas,2002,146
RS,Roubo,2019,392
CE,Homicídio,2020,137
BA,Furto,2004,264
SC,Roubo,2009,295
SP,Homicídio,2007,28
RS,Roubo,2011,81
MG,Homicídio,2000,339
SP,Roubo,2012,133
SC,Violência Doméstica,2017,215
CE,Furto,2024,106
BA,Roubo,2006,361
PE,Tráfico de Drogas,2013,374
RS,Furto,2021,350
BA,Furto,2017,20
PR,Violência Doméstica,2007,471
RJ,Tráfico de Drogas,2011,354
BA,Violência Doméstica,2021,190
SC,Tráfico de Drogas,2000,70
MG,Furto,2017,57
PE,Violência Doméstica,2009,180
CE,Violência Doméstica,2003,334
AM,Roubo,2022,355
RJ,Roubo,2011,258
CE,Homicídio,2022,153
MG,Violência Doméstica,2015,260
SC,Roubo,2020,387
PR,Furto,2009,139
PR,Violência Doméstica,2019,161
PR,Furto,2022,106
SP,Violência Doméstica,2021,355
SC,Violência Doméstica,2019,213
RS,Roubo,2023,49
MG,Roubo,2006,189
PR,Tráfico de Drogas,2019,437
BA,Furto,2014,80
RS,Furto,2019,63
SC,Homicídio,2016,23
RS,Homicídio,2014,323
CE,Tráfico de Drogas,2016,86
RJ,Tráfico de Drogas,2018,198
CE,Homicídio,2010,73
SP,Violência Doméstica,2016,141
PR,Violência Doméstica,2005,382
AM,Violência Doméstica,2018,430
PE,Furto,2014,63
BA,Tráfico de Drogas,2011,102
RJ,Homicídio,2006,455
AM,Roubo,2023,461
RJ,Furto,2016,431
RS,Homicídio,2017,496
PR,Tráfico de Drogas,2016,194
RS,Homicídio,2006,338
MG,Roubo,2004,359
CE,Violência Doméstica,2006,377
PR,Roubo,2013,361
SP,Tráfico de Drogas,2014,282
BA,Roubo,2010,149
SC,Homicídio,2014,272
CE,Violência Doméstica,2009,337
MG,Furto,2014,230
SC,Furto,2009,349
RS,Tráfico de Drogas,2016,359
PR,Furto,2007,331
RJ,Furto,2015,385
SC,Tráfico de Drogas,2018,125
AM,Homicídio,2012,130
PE,Roubo,2017,147
RJ,Tráfico de Drogas,2010,56
RS,Tráfico de Drogas,2024,46
PR,Homicídio,2023,449
CE,Roubo,2014,368
CE,Roubo,2020,138
PE,Furto,2021,320
RJ,Tráfico de Drogas,2023,64
SC,Furto,2017,154
SC,Homicídio,2013,473
RJ,Tráfico de Drogas,2005,499
PR,Tráfico de Drogas,2001,135
PR,Furto,2008,247
AM,Roubo,2002,40
SP,Roubo,2000,222
CE,Homicídio,2003,419
CE,Violência Doméstica,2024,494
BA,Violência Doméstica,2004,248
PE,Homicídio,2011,21
RJ,Homicídio,2007,65
SP,Homicídio,2023,186
CE,Violência Doméstica,2004,64
CE,Tráfico de Drogas,2013,385
PR,Furto,2024,322
CE,Homicídio,2008,231
PE,Tráfico de Drogas,2022,19
SC,Tráfico de Drogas,2018,148
CE,Violência Doméstica,2020,145
PR,Tráfico de Drogas,2016,286
RJ,Violência Doméstica,2021,93
BA,Furto,2007,195
SP,Homicídio,2006,89
RJ,Violência Doméstica,2022,446
PE,Violência Doméstica,2005,424
PR,Homicídio,2014,230
RS,Tráfico de Drogas,2002,42
CE,Furto,2000,374
SC,Roubo,2017,45
RS,Homicídio,2017,439
PE,Tráfico de Drogas,2015,34
MG,Violência Doméstica,2014,26
BA,Homicídio,2006,82
RJ,Furto,2008,499
PR,Homicídio,2023,456
PE,Violência Doméstica,2010,421
CE,Roubo,2023,289
PR,Furto,2020,256
SC,Tráfico de Drogas,2018,96
RS,Violência Doméstica,2009,224
MG,Violência Doméstica,2014,235
PE,Furto,2007,28
AM,Furto,2024,445
PR,Homicídio,2015,472
RJ,Furto,2024,369
AM,Roubo,2023,213
RJ,Homicídio,2001,117
AM,Homicídio,2021,487
PR,Furto,2005,314
SC,Roubo,2009,446
BA,Tráfico de Drogas,2024,433
PR,Furto,2017,147
PR,Violência Doméstica,2007,451
MG,Tráfico de Drogas,2013,166
AM,Homicídio,2003,194
SP,Tráfico de Drogas,2020,21
CE,Roubo,2022,380
PE,Violência Doméstica,2012,246
SP,Tráfico de Drogas,2002,269
AM,Violência Doméstica,2008,272
CE,Violência Doméstica,2022,171
SC,Homicídio,2023,92
CE,Roubo,2001,7
RS,Violência Doméstica,2011,187
AM,Furto,2013,255
SC,Tráfico de Drogas,2011,279
CE,Furto,2003,256
RS,Roubo,2013,95
PE,Homicídio,2021,130
RS,Tráfico de Drogas,2006,177
MG,Tráfico de Drogas,2013,451
CE,Furto,2016,228
SC,Roubo,2012,498
RS,Roubo,2018,358
BA,Furto,2005,173
AM,Roubo,2004,318
RS,Roubo,2009,45
AM,Violência Doméstica,2021,149
PR,Violência Doméstica,2002,166
CE,Furto,2022,398
MG,Homicídio,2017,50
SC,Tráfico de Drogas,2009,286
BA,Homicídio,2007,387
PR,Roubo,2006,209
PE,Roubo,2007,361
RJ,Roubo,2017,393
AM,Homicídio,2007,472
SP,Homicídio,2019,56
SC,Violência Doméstica,2020,454
BA,Violência Doméstica,2010,352
SC,Tráfico de Drogas,2013,125
RS,Furto,2015,291
PR,Roubo,2011,117
AM,Furto,2022,443
PR,Furto,2017,376
SC,Tráfico de Drogas,2010,115
PR,Furto,2008,207
RJ,Tráfico de Drogas,2018,446
AM,Tráfico de Drogas,2020,440
AM,Roubo,2002,220
RJ,Furto,2005,276
PE,Furto,2003,87
RJ,Violência Doméstica,2008,415
CE,Homicídio,2021,490
SC,Tráfico de Drogas,2016,432
CE,Roubo,2014,132
MG,Tráfico de Drogas,2017,343
MG,Violência Doméstica,2000,462
BA,Violência Doméstica,2015,368
SC,Homicídio,2008,158
SC,Furto,2003,493
MG,Furto,2005,45
AM,Roubo,2015,139
MG,Violência Doméstica,2013,337
PR,Tráfico de Drogas,2019,453
SC,Violência Doméstica,2010,432
SC,Furto,2000,294
AM,Furto,2019,17
RS,Tráfico de Drogas,2020,316
SC,Furto,2012,29
RS,Homicídio,2016,371
PR,Violência Doméstica,2015,104
BA,Tráfico de Drogas,2014,495
PR,Roubo,2014,455
PR,Violência Doméstica,2010,289
AM,Furto,2019,496
AM,Tráfico de Drogas,2023,288
RJ,Tráfico de Drogas,2016,106
PR,Furto,2010,84
PR,Homicídio,2006,33
MG,Furto,2015,345
SC,Violência Doméstica,2023,361
SC,Roubo,2005,139
SC,Tráfico de Drogas,2021,352
PR,Tráfico de Drogas,2005,296
PE,Furto,2007,266
SP,Tráfico de Drogas,2010,254
PE,Violência Doméstica,2009,464
RS,Roubo,2000,247
BA,Violência Doméstica,2022,244
RS,Furto,2024,389
BA,Roubo,2012,193
CE,Furto,2008,138
AM,Homicídio,2000,185
RS,Tráfico de Drogas,2024,361
PE,Homicídio,2014,141
CE,Tráfico de Drogas,2017,133
PE,Roubo,2021,227
MG,Tráfico de Drogas,2016,294
CE,Furto,2020,91
RS,Furto,2014,116
MG,Roubo,2001,153
RS,Violência Doméstica,2001,365
SP,Tráfico de Drogas,2004,391
AM,Roubo,2022,45
SP,Roubo,2011,418
CE,Roubo,2013,286
CE,Furto,2021,446
CE,Violência Doméstica,2018,13
RS,Furto,2021,451
BA,Furto,2017,251
SC,Roubo,2001,400
PR,Roubo,2021,266
MG,Homicídio,2002,125
CE,Roubo,2020,34
SP,Furto,2012,478
MG,Furto,2018,215
RJ,Furto,2003,204
SP,Roubo,2019,398
RS,Furto,2021,431
MG,Tráfico de Drogas,2014,155
PE,Homicídio,2010,351
CE,Violência Doméstica,2008,430
SC,Violência Doméstica,2008,271
PE,Roubo,2001,297
CE,Furto,2005,162
CE,Roubo,2015,47
RS,Furto,2022,170
SC,Violência Doméstica,2020,91
RS,Violência Doméstica,2018,118
RS,Roubo,2014,283
PR,Roubo,2019,225
RJ,Violência Doméstica,2015,349
RJ,Tráfico de Drogas,2023,184
MG,Furto,2005,73
RS,Roubo,2003,473
CE,Furto,2000,219
PR,Tráfico de Drogas,2015,301
PE,Homicídio,2002,85
RS,Homicídio,2007,486
SC,Violência Doméstica,2007,384
BA,Tráfico de Drogas,2013,299
PR,Violência Doméstica,2012,184
MG,Homicídio,2021,311
PR,Roubo,2001,196
PR,Roubo,2013,80
PE,Roubo,2017,343
MG,Violência Doméstica,2019,415
RJ,Violência Doméstica,2019,398
RS,Furto,2023,192
RS,Tráfico de Drogas,2011,250
AM,Roubo,2006,110
BA,Homicídio,2006,344
RJ,Violência Doméstica,2010,176
PR,Homicídio,2015,414
SP,Violência Doméstica,2014,369
BA,Homicídio,2009,114
PE,Tráfico de Drogas,2013,419
MG,Tráfico de Drogas,2001,25
SP,Roubo,2023,185
AM,Violência Doméstica,2012,22
CE,Homicídio,2006,233
SC,Furto,2001,199
SC,Furto,2008,422
PE,Furto,2021,117
BA,Violência Doméstica,2018,482
MG,Violência Doméstica,2001,339
RS,Tráfico de Drogas,2019,277
RJ,Homicídio,2016,414
RS,Tráfico de Drogas,2004,273
CE,Tráfico de Drogas,2019,197
SC,Tráfico de Drogas,2004,134
PE,Roubo,2008,45
MG,Tráfico de Drogas,2010,177
RJ,Furto,2001,135
CE,Furto,2024,69
AM,Violência Doméstica,2014,218
SC,Roubo,2007,396
PR,Tráfico de Drogas,2012,472
SC,Violência Doméstica,2006,162
RJ,Tráfico de Drogas,2020,194
PE,Furto,2002,460
CE,Roubo,2020,445
SP,Violência Doméstica,2002,328
BA,Tráfico de Drogas,2015,479
PE,Violência Doméstica,2022,356
PE,Furto,2015,214
BA,Violência Doméstica,2016,124
AM,Roubo,2004,476
MG,Homicídio,2001,250
AM,Homicídio,2001,248
SC,Tráfico de Drogas,2000,350
MG,Roubo,2014,305
PR,Furto,2005,68
RJ,Violência Doméstica,2009,193
RS,Furto,2012,229
AM,Homicídio,2008,242
MG,Roubo,2022,38
CE,Violência Doméstica,2014,139
MG,Furto,2017,58
PR,Tráfico de Drogas,2001,299
CE,Homicídio,2015,333
PE,Tráfico de Drogas,2021,310
PE,Tráfico de Drogas,2017,295
RS,Violência Doméstica,2007,14
PE,Tráfico de Drogas,2019,122
RS,Violência Doméstica,2021,19
MG,Homicídio,2011,488
CE,Tráfico de Drogas,2005,370
AM,Violência Doméstica,2001,140
MG,Tráfico de Drogas,2000,322
SC,Roubo,2011,68
MG,Roubo,2018,461
RJ,Violência Doméstica,2023,4
RS,Violência Doméstica,2018,107
PR,Roubo,2012,372
MG,Tráfico de Drogas,2022,413
MG,Homicídio,2012,215
RS,Furto,2019,171
RJ,Furto,2009,15
CE,Furto,2000,312
SC,Homicídio,2002,425
RJ,Tráfico de Drogas,2016,320
PE,Tráfico de Drogas,2003,151
PR,Roubo,2009,175
BA,Roubo,2014,71
SC,Furto,2016,10
SP,Furto,2006,6
SP,Roubo,2009,372
PE,Roubo,2018,85
RJ,Tráfico de Drogas,2006,286
AM,Tráfico de Drogas,2022,108
PR,Furto,2021,381
SC,Tráfico de Drogas,2006,214
AM,Violência Doméstica,2004,335
PR,Homicídio,2006,304
SC,Homicídio,2001,462
CE,Tráfico de Drogas,2001,20
PE,Homicídio,2004,65
SP,Homicídio,2015,180
AM,Tráfico de Drogas,2021,323
PR,Tráfico de Drogas,2015,62
AM,Roubo,2008,179
SC,Roubo,2000,169
AM,Homicídio,2017,55
SP,Violência Doméstica,2023,220
SP,Tráfico de Drogas,2009,172
SP,Tráfico de Drogas,2008,399
RJ,Violência Doméstica,2015,380
CE,Tráfico de Drogas,2018,309
SC,Homicídio,2023,469
RJ,Roubo,2001,195
PR,Violência Doméstica,2003,307
CE,Roubo,2017,197
MG,Homicídio,2001,20
PR,Homicídio,2003,161
AM,Furto,2023,162
MG,Tráfico de Drogas,2020,300
AM,Tráfico de Drogas,2002,383
SC,Tráfico de Drogas,2007,478
AM,Violência Doméstica,2016,414
PE,Tráfico de Drogas,2009,390
AM,Homicídio,2013,170
SP,Tráfico de Drogas,2002,430
AM,Homicídio,2024,93
PE,Tráfico de Drogas,2021,274
SC,Furto,2007,193
SC,Violência Doméstica,2004,476
AM,Roubo,2012,407
AM,Furto,2015,381
RS,Homicídio,2010,188
SC,Furto,2018,44
PR,Furto,2005,431
RJ,Homicídio,2015,249
MG,Furto,2000,288
AM,Roubo,2022,229
AM,Tráfico de Drogas,2006,154
BA,Tráfico de Drogas,2016,468
PR,Violência Doméstica,2016,358
BA,Tráfico de Drogas,2015,476
PR,Tráfico de Drogas,2020,483
CE,Violência Doméstica,2023,379
PE,Tráfico de Drogas,2004,342
AM,Tráfico de Drogas,2009,402
RS,Furto,2005,91
CE,Tráfico de Drogas,2001,459
CE,Furto,2020,440
MG,Tráfico de Drogas,2011,471
PE,Homicídio,2021,293
MG,Furto,2021,156
MG,Roubo,2016,96
AM,Roubo,2011,402
SP,Furto,2003,71
AM,Roubo,2005,111
CE,Violência Doméstica,2009,202
PR,Violência Doméstica,2009,179
RS,Roubo,2002,113
SC,Tráfico de Drogas,2022,147
SP,Tráfico de Drogas,2008,44
RS,Roubo,2015,435
MG,Roubo,2002,75
MG,Homicídio,2003,225
MG,Violência Doméstica,2003,251
SP,Tráfico de Drogas,2006,300
RS,Violência Doméstica,2006,63
RS,Roubo,2019,281
RS,Homicídio,2015,70
SC,Furto,2005,121
PE,Furto,2004,377
PR,Furto,2006,80
AM,Tráfico de Drogas,2021,14
AM,Violência Doméstica,2024,229
SC,Furto,2020,185
RS,Tráfico de Drogas,2012,402
BA,Furto,2000,335
AM,Roubo,2018,126
BA,Furto,2019,177
SP,Homicídio,2002,393
AM,Roubo,2008,72
SP,Roubo,2020,98
MG,Tráfico de Drogas,2017,411
PE,Furto,2019,86
PR,Violência Doméstica,2013,296
MG,Roubo,2004,246
BA,Tráfico de Drogas,2019,419
RS,Furto,2003,48
AM,Furto,2021,441
RS,Violência Doméstica,2015,449
RS,Violência Doméstica,2020,2
RS,Violência Doméstica,2019,254
AM,Violência Doméstica,2013,23
RS,Violência Doméstica,2008,421
PE,Tráfico de Drogas,2021,220
CE,Tráfico de Drogas,2018,45
RJ,Roubo,2000,352
PE,Violência Doméstica,2016,231
RJ,Roubo,2015,470
BA,Roubo,2017,342
AM,Roubo,2000,409
BA,Homicídio,2007,282
RS,Homicídio,2009,92
RJ,Furto,2003,488
RJ,Tráfico de Drogas,2009,481
AM,Homicídio,2022,100
PE,Tráfico de Drogas,2021,420
MG,Tráfico de Drogas,2008,109
SP,Roubo,2010,132
CE,Furto,2021,80
RS,Roubo,2010,469
PR,Tráfico de Drogas,2016,122
RJ,Roubo,2018,160
RJ,Violência Doméstica,2016,64
CE,Homicídio,2002,230
SC,Roubo,2002,428
CE,Violência Doméstica,2007,343
SC,Homicídio,2021,34
PE,Tráfico de Drogas,2018,5
SP,Tráfico de Drogas,2000,88
SP,Homicídio,2020,423
SP,Homicídio,2009,483
SP,Roubo,2006,116
AM,Tráfico de Drogas,2020,28
RS,Violência Doméstica,2010,161
MG,Tráfico de Drogas,2015,202
AM,Furto,2012,371
CE,Furto,2005,235
PE,Violência Doméstica,2017,350
PR,Homicídio,2011,239
RS,Violência Doméstica,2014,230
PE,Homicídio,2002,396
PR,Tráfico de Drogas,2002,332
MG,Furto,2011,442
CE,Homicídio,2011,480
MG,Violência Doméstica,2008,175
BA,Tráfico de Drogas,2007,39
RJ,Tráfico de Drogas,2021,281
RS,Violência Doméstica,2017,392
CE,Tráfico de Drogas,2010,297
RJ,Furto,2011,148
BA,Violência Doméstica,2020,69
MG,Roubo,2000,98
CE,Violência Doméstica,2016,98
PE,Roubo,2011,295
CE,Homicídio,2001,305
AM,Violência Doméstica,2022,130
PE,Roubo,2009,9
RJ,Homicídio,2015,368
SP,Homicídio,2011,470
RJ,Tráfico de Drogas,2007,495
SP,Furto,2006,106
SP,Furto,2022,270
CE,Furto,2020,350
MG,Tráfico de Drogas,2011,249
CE,Roubo,2005,272
PR,Tráfico de Drogas,2010,30
CE,Tráfico de Drogas,2018,251
SC,Violência Doméstica,2022,265
PR,Furto,2006,44
SC,Homicídio,2017,104
AM,Roubo,2009,299
RJ,Violência Doméstica,2004,297
MG,Homicídio,2023,147
CE,Tráfico de Drogas,2008,314
RJ,Roubo,2021,185
MG,Homicídio,2010,135
RS,Roubo,2022,352
SC,Violência Doméstica,2023,148
AM,Roubo,2002,422
CE,Roubo,2024,275
AM,Violência Doméstica,2010,189
RS,Tráfico de Drogas,2017,269
RJ,Roubo,2018,408
RS,Roubo,2007,481
CE,Homicídio,2004,70
SC,Furto,2012,97
BA,Homicídio,2007,90
RJ,Tráfico de Drogas,2012,487
BA,Roubo,2018,356
SC,Furto,2014,63
RS,Roubo,2013,407
PR,Furto,2015,101
PE,Violência Doméstica,2009,393
SP,Furto,2001,205
SP,Furto,2016,242
SC,Roubo,2013,163
SC,Violência Doméstica,2017,410
BA,Roubo,2013,451
RJ,Furto,2018,157
RJ,Violência Doméstica,2001,183
AM,Roubo,2017,381
CE,Tráfico de Drogas,2006,243
RJ,Furto,2018,276
PE,Tráfico de Drogas,2003,236
CE,Violência Doméstica,2009,299
PE,Furto,2002,93
PE,Tráfico de Drogas,2024,291
BA,Roubo,2022,395
RS,Tráfico de Drogas,2002,342
SP,Homicídio,2020,92
RJ,Homicídio,2019,447
PR,Violência Doméstica,2003,145
MG,Furto,2000,240
AM,Homicídio,2012,384
PE,Roubo,2001,300
PR,Homicídio,2001,27
AM,Violência Doméstica,2000,417
AM,Furto,2023,297
SC,Furto,2007,252
RJ,Furto,2000,447
RS,Roubo,2006,486
RJ,Furto,2005,461
PE,Tráfico de Drogas,2011,264
RJ,Tráfico de Drogas,2001,493
RS,Furto,2009,472
PE,Violência Doméstica,2011,116
SP,Furto,2000,433
AM,Tráfico de Drogas,2000,79
CE,Violência Doméstica,2003,184
RS,Tráfico de Drogas,2002,221
SC,Tráfico de Drogas,2013,429
SP,Roubo,2006,110
RS,Furto,2000,438
BA,Roubo,2009,39
AM,Homicídio,2004,328
BA,Tráfico de Drogas,2001,434
SP,Homicídio,2009,392
AM,Tráfico de Drogas,2022,32
RJ,Violência Doméstica,2023,31
RJ,Homicídio,2021,35
PE,Roubo,2009,384
RS,Furto,2010,418
RJ,Tráfico de Drogas,2012,405
PE,Roubo,2008,48
CE,Furto,2002,394
MG,Violência Doméstica,2010,236
PR,Roubo,2015,118
AM,Violência Doméstica,2004,473
MG,Homicídio,2009,104
SC,Furto,2002,296
BA,Homicídio,2023,332
PR,Furto,2019,194
RS,Violência Doméstica,2011,254
PE,Furto,2007,88
RS,Roubo,2006,131
RS,Violência Doméstica,2007,439
AM,Roubo,2007,157
RJ,Homicídio,2016,327
BA,Tráfico de Drogas,2018,465
PR,Furto,2006,458
SC,Violência Doméstica,2003,340
RS,Violência Doméstica,2004,16
AM,Furto,2012,440
CE,Homicídio,2018,185
PR,Violência Doméstica,2012,317
RJ,Tráfico de Drogas,2018,74
SC,Roubo,2022,421
MG,Homicídio,2017,497
PE,Violência Doméstica,2016,239
PE,Furto,2006,331
BA,Tráfico de Drogas,2016,415
PR,Tráfico de Drogas,2009,296
RJ,Furto,2010,349
SC,Homicídio,2007,129
SC,Homicídio,2000,73
AM,Tráfico de Drogas,2019,105
MG,Furto,2013,271
BA,Furto,2009,347
CE,Homicídio,2015,350
SC,Furto,2019,140
MG,Homicídio,2018,171
PE,Furto,2015,396
RS,Tráfico de Drogas,2017,474
BA,Roubo,2006,448
RJ,Roubo,2010,128
PR,Violência Doméstica,2009,95
AM,Homicídio,2000,52
SC,Homicídio,2006,411
CE,Tráfico de Drogas,2019,215
PE,Roubo,2023,191
SP,Roubo,2024,334
CE,Violência Doméstica,2014,325
PE,Roubo,2007,21
PE,Furto,2024,446
SP,Tráfico de Drogas,2002,260
AM,Tráfico de Drogas,2014,234
AM,Homicídio,2004,488
PE,Roubo,2001,190
RJ,Violência Doméstica,2008,344
BA,Homicídio,2016,283
BA,Violência Doméstica,2016,173
PE,Violência Doméstica,2018,212
MG,Tráfico de Drogas,2004,414
CE,Tráfico de Drogas,2011,38
PE,Homicídio,2011,126
RS,Tráfico de Drogas,2002,54
AM,Roubo,2014,273
MG,Homicídio,2001,382
PR,Violência Doméstica,2013,239
SC,Tráfico de Drogas,2000,379
SP,Violência Doméstica,2012,34
SC,Violência Doméstica,2009,31
CE,Tráfico de Drogas,2023,232
RS,Roubo,2000,111
MG,Furto,2007,22
MG,Tráfico de Drogas,2021,62
RJ,Furto,2005,69
SP,Homicídio,2018,96
BA,Roubo,2005,355
RS,Tráfico de Drogas,2009,413
BA,Homicídio,2001,208
PE,Homicídio,2020,201
RJ,Furto,2012,430
BA,Furto,2017,170
SC,Homicídio,2013,311
SC,Tráfico de Drogas,2000,115
PE,Tráfico de Drogas,2001,302
CE,Tráfico de Drogas,2015,154
AM,Roubo,2006,361
BA,Homicídio,2016,414
SC,Tráfico de Drogas,2016,395
CE,Tráfico de Drogas,2015,113
SP,Homicídio,2020,62
BA,Roubo,2019,98
SP,Homicídio,2008,28
PE,Violência Doméstica,2005,210
CE,Homicídio,2022,107
RJ,Tráfico de Drogas,2014,224
RS,Tráfico de Drogas,2016,110
RJ,Roubo,2000,71
RS,Homicídio,2013,54
RJ,Furto,2011,284
RJ,Violência Doméstica,2017,448
MG,Homicídio,2001,164
AM,Violência Doméstica,2010,472
AM,Furto,2010,200
PR,Furto,2002,81
SC,Violência Doméstica,2002,155
PE,Violência Doméstica,2010,496
MG,Roubo,2019,453
AM,Tráfico de Drogas,2021,13
PE,Roubo,2012,418
MG,Furto,2005,172
SC,Homicídio,2014,282
RJ,Homicídio,2005,429
RJ,Furto,2011,490
BA,Furto,2014,194
RJ,Tráfico de Drogas,2020,254
SP,Roubo,2001,215
RJ,Tráfico de Drogas,2022,170
AM,Roubo,2010,438
BA,Tráfico de Drogas,2024,189
SC,Furto,2015,289
SP,Furto,2000,211
MG,Homicídio,2012,177
AM,Furto,2016,243
SP,Furto,2019,238
RS,Roubo,2020,257
RJ,Roubo,2020,200
AM,Homicídio,2012,241
CE,Roubo,2009,178
MG,Homicídio,2023,215
AM,Violência Doméstica,2015,327
PE,Tráfico de Drogas,2005,156
SP,Homicídio,2015,338
SP,Furto,2016,75
SP,Violência Doméstica,2005,408
BA,Tráfico de Drogas,2021,331
PE,Furto,2013,383
SP,Furto,2022,348
CE,Roubo,2004,455
CE,Roubo,2012,192
PE,Roubo,2003,223
PE,Roubo,2024,190
RJ,Tráfico de Drogas,2024,42
RJ,Homicídio,2017,102
SP,Furto,2005,222
SP,Violência Doméstica,2012,392
SP,Furto,2005,40
RJ,Roubo,2000,268
PE,Roubo,2014,239
PR,Furto,2004,8
RJ,Violência Doméstica,2015,362
CE,Homicídio,2023,165
RJ,Tráfico de Drogas,2011,402
BA,Furto,2014,26
AM,Homicídio,2018,126
MG,Roubo,2018,98
MG,Furto,2011,407
AM,Furto,2024,319
MG,Furto,2011,497
CE,Tráfico de Drogas,2012,493
CE,Tráfico de Drogas,2000,451
RJ,Homicídio,2007,458
BA,Tráfico de Drogas,2014,2
PE,Homicídio,2003,251
SC,Homicídio,2009,420
SP,Furto,2001,61
PR,Roubo,2004,297
SC,Furto,2011,248
MG,Roubo,2020,162
RS,Homicídio,2023,112
RJ,Roubo,2011,26
CE,Furto,2012,101
PE,Violência Doméstica,2018,118
RS,Violência Doméstica,2023,321
MG,Violência Doméstica,2001,50
SC,Roubo,2004,105
RS,Tráfico de Drogas,2009,464
RS,Furto,2024,349
BA,Tráfico de Drogas,2004,494
AM,Roubo,2016,11
MG,Tráfico de Drogas,2009,484
RJ,Violência Doméstica,2003,376
AM,Tráfico de Drogas,2004,481
SC,Violência Doméstica,2012,205
RJ,Tráfico de Drogas,2017,14
SP,Roubo,2002,346
MG,Violência Doméstica,2011,376
SC,Roubo,2020,287
SC,Violência Doméstica,2023,126
SC,Furto,2018,422
SP,Violência Doméstica,2011,386
PR,Furto,2021,85
SC,Furto,2020,239
SC,Tráfico de Drogas,2004,459
SC,Violência Doméstica,2011,304
MG,Furto,2009,341
PE,Roubo,2002,89
SP,Homicídio,2019,493
PR,Furto,2016,391
PE,Violência Doméstica,2014,182
MG,Furto,2002,113
SP,Roubo,2003,307
CE,Furto,2015,161
PE,Furto,2013,134
PE,Roubo,2010,376
RS,Roubo,2023,49
BA,Violência Doméstica,2011,247
MG,Roubo,2023,201
CE,Tráfico de Drogas,2023,319
RJ,Tráfico de Drogas,2003,341
AM,Violência Doméstica,2001,190
RJ,Furto,2003,315
MG,Violência Doméstica,2000,369
PR,Roubo,2016,469
SC,Violência Doméstica,2016,343
PR,Furto,2022,89
CE,Tráfico de Drogas,2016,253
MG,Roubo,2006,154
AM,Violência Doméstica,2004,385
MG,Homicídio,2016,354
RS,Homicídio,2019,33
CE,Homicídio,2022,288
BA,Roubo,2006,242
CE,Roubo,2007,441
RS,Tráfico de Drogas,2016,9
RJ,Violência Doméstica,2009,194
RJ,Tráfico de Drogas,2018,447
BA,Tráfico de Drogas,2023,240
SP,Furto,2007,435
RS,Homicídio,2024,115
PR,Roubo,2007,361
BA,Tráfico de Drogas,2011,201
BA,Homicídio,2008,108
CE,Homicídio,2009,474
RJ,Homicídio,2009,263
MG,Tráfico de Drogas,2016,132
RJ,Tráfico de Drogas,2014,207
RJ,Homicídio,2017,349
SC,Violência Doméstica,2013,3
CE,Violência Doméstica,2007,301
MG,Roubo,2022,422
AM,Furto,2023,99
PR,Roubo,2020,490
SP,Roubo,2015,25
SP,Violência Doméstica,2022,378
RS,Roubo,2007,404
PE,Roubo,2014,337
AM,Furto,2005,305
MG,Homicídio,2010,237
RS,Homicídio,2022,291
SC,Furto,2002,143
MG,Violência Doméstica,2000,61
RJ,Furto,2018,89
SP,Homicídio,2010,498
SC,Violência Doméstica,2011,1
PE,Roubo,2007,27
CE,Furto,2011,482
RS,Homicídio,2012,283
RJ,Roubo,2004,54
RS,Roubo,2015,469
PE,Roubo,2006,97
PR,Roubo,2019,222
PE,Violência Doméstica,2001,339
BA,Homicídio,2018,395
CE,Violência Doméstica,2002,107
RS,Furto,2009,398
PE,Roubo,2017,464
PE,Homicídio,2001,368
SC,Violência Doméstica,2024,338
SP,Homicídio,2004,55
RS,Roubo,2008,155
RJ,Violência Doméstica,2011,291
PE,Violência Doméstica,2015,437
SP,Violência Doméstica,2017,387
MG,Homicídio,2006,183
SC,Violência Doméstica,2020,149
SC,Homicídio,2017,246
MG,Tráfico de Drogas,2013,406
RJ,Violência Doméstica,2014,428
CE,Tráfico de Drogas,2016,230
